blacklisted_by_me;can_see_all_posts;can_send_friend_request;city;faculty;graduation;has_photo;relation;wall_comments;universities_country;universities_graduation;universities_faculty;personal_lang_Русский;personal_lang_English;personal_alcohol;personal_people_main;personal_smoking;personal_lang_Романи;personal_lang_Italiano;school_city;school_country;school_type;school_year_graduated;career_city_id;career_group_id;career_until;uid;uid;uid
0.0;1.0;1.0;3631.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;3631.0;7.0;;;;;;277300148;277300148;277300148
0.0;1.0;1.0;25.0;0.0;0.0;1;0.0;1.0;;;;1.0;1.0;;;1.0;0.0;0.0;25.0;1.0;8.0;2019.0;;;;306648905;306648905;306648905
0.0;0.0;1.0;2201.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;37718166;37718166;37718166
0.0;1.0;1.0;1.0;0.0;0.0;1;2.0;1.0;;;;0.0;0.0;;3.0;5.0;0.0;0.0;49.0;1.0;;2000.0;1.0;;;159348850;159348850;159348850
0.0;1.0;1.0;312.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;6.0;;0.0;0.0;312.0;1.0;;2001.0;312.0;37508468.0;;198959493;198959493;198959493
0.0;1.0;1.0;1158029.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1158029.0;1.0;;;;;;57287533;57287533;57287533
0.0;1.0;1.0;147.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;147.0;1.0;;2012.0;;;;46422039;46422039;46422039
0.0;1.0;1.0;61.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;61.0;1.0;;2005.0;;;;185474393;185474393;185474393
0.0;1.0;1.0;1.0;356.0;1993.0;0;0.0;1.0;1.0;1993.0;356.0;0.0;0.0;;;;0.0;0.0;;;;;;;;208852132;208852132;208852132
0.0;1.0;1.0;0.0;44217.0;0.0;1;0.0;1.0;4.0;;44217.0;0.0;0.0;;;;0.0;0.0;10600.0;4.0;;;;;;236988907;236988907;236988907
0.0;0.0;1.0;427.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;28335907;28335907;28335907
0.0;1.0;1.0;159.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;159.0;1.0;;2009.0;;;;115741640;115741640;115741640
0.0;1.0;1.0;1057953.0;2151661.0;2014.0;1;0.0;1.0;1.0;2014.0;2151661.0;0.0;0.0;;;;0.0;0.0;;;;;;;;135488287;135488287;135488287
0.0;0.0;1.0;314.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;210462250;210462250;210462250
0.0;1.0;1.0;223.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;223.0;2.0;2.0;;;;;229932121;229932121;229932121
0.0;1.0;1.0;1100.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1100.0;1.0;;1980.0;;;;323070731;323070731;323070731
0.0;1.0;1.0;183.0;44192.0;2003.0;0;0.0;1.0;4.0;2003.0;44192.0;0.0;0.0;;;;0.0;0.0;;;;;;;;3383835;3383835;3383835
0.0;0.0;1.0;1.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;20075564;20075564;20075564
0.0;0.0;0.0;61.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;60911728;60911728;60911728
0.0;1.0;1.0;1515591.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1515591.0;2.0;;;;;;268703552;268703552;268703552
0.0;0.0;1.0;2.0;175.0;1999.0;1;0.0;1.0;1.0;1999.0;175.0;0.0;0.0;;;;0.0;0.0;4011.0;1.0;;1992.0;;;;3278625;3278625;3278625
0.0;0.0;1.0;82.0;0.0;0.0;1;2.0;1.0;;;;0.0;0.0;;;;0.0;0.0;82.0;1.0;;2003.0;;;;87881583;87881583;87881583
0.0;1.0;1.0;56.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;56.0;1.0;;;;;;170294567;170294567;170294567
0.0;1.0;1.0;125.0;0.0;0.0;1;5.0;1.0;1.0;;;0.0;0.0;;;;0.0;0.0;125.0;1.0;;2006.0;;;;145186484;145186484;145186484
0.0;1.0;1.0;136.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;136.0;1.0;2.0;;;;;59046571;59046571;59046571
0.0;1.0;1.0;1.0;1173.0;2006.0;0;0.0;1.0;1.0;2006.0;1173.0;0.0;0.0;;;;0.0;0.0;1.0;1.0;8.0;2001.0;;;;1410982;1410982;1410982
0.0;1.0;1.0;149.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;149.0;1.0;8.0;;;;;208684195;208684195;208684195
0.0;1.0;1.0;71.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;3.0;6.0;3.0;0.0;0.0;71.0;1.0;;1969.0;71.0;;;203959561;203959561;203959561
0.0;1.0;1.0;282.0;10095.0;2011.0;0;1.0;1.0;3.0;2011.0;10095.0;0.0;0.0;;;;0.0;0.0;281.0;3.0;1.0;;;;;96856355;96856355;96856355
0.0;1.0;1.0;1935934.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1935934.0;227.0;;2015.0;;;;248931301;248931301;248931301
0.0;1.0;1.0;12014.0;0.0;0.0;1;2.0;1.0;;;;0.0;0.0;;;;0.0;0.0;12014.0;1.0;;;;;;94335636;94335636;94335636
0.0;1.0;1.0;15501.0;0.0;0.0;1;7.0;1.0;;;;0.0;0.0;1.0;2.0;1.0;0.0;0.0;15501.0;2.0;2.0;;15501.0;34157052.0;;350687815;350687815;350687815
0.0;1.0;1.0;589.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;589.0;1.0;;2000.0;190.0;;;32100649;32100649;32100649
0.0;1.0;1.0;314.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;314.0;2.0;;2018.0;;;;147108533;147108533;147108533
0.0;1.0;1.0;1262.0;0.0;0.0;1;0.0;1.0;;;;0.0;1.0;;;;0.0;0.0;1262.0;7.0;;2008.0;;;;167830521;167830521;167830521
0.0;0.0;1.0;1064.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;72780112;72780112;72780112
0.0;1.0;1.0;2.0;0.0;0.0;0;1.0;1.0;;;;0.0;0.0;4.0;5.0;5.0;0.0;0.0;2.0;1.0;1.0;;;;;232465275;232465275;232465275
0.0;1.0;1.0;1113.0;0.0;0.0;1;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1113.0;3.0;;2011.0;;;;82325529;82325529;82325529
0.0;0.0;1.0;2.0;;;0;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;19033651;19033651;19033651
0.0;0.0;1.0;650.0;;;1;;0.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;43426131;43426131;43426131
0.0;1.0;1.0;3193.0;23124.0;1983.0;0;0.0;1.0;4.0;1983.0;23124.0;0.0;0.0;;;;0.0;0.0;3193.0;4.0;;1977.0;;;;186370970;186370970;186370970
0.0;1.0;1.0;282.0;49783.0;2002.0;1;0.0;1.0;3.0;2002.0;49783.0;0.0;0.0;;;;0.0;0.0;18268.0;3.0;;1996.0;;;;313141568;313141568;313141568
0.0;1.0;1.0;1.0;687223.0;2016.0;1;0.0;1.0;1.0;2016.0;687223.0;0.0;0.0;;;;0.0;0.0;1.0;1.0;;2017.0;;;;106288612;106288612;106288612
0.0;0.0;1.0;2.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;71151291;71151291;71151291
0.0;1.0;1.0;392.0;2122374.0;2002.0;1;4.0;1.0;3.0;2002.0;2122374.0;0.0;0.0;;;;0.0;0.0;649.0;3.0;;1997.0;392.0;;;345958972;345958972;345958972
0.0;1.0;1.0;2.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;2.0;1.0;;;;;;229577478;229577478;229577478
0.0;1.0;1.0;13170.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;13170.0;4.0;;2008.0;;;;158998681;158998681;158998681
0.0;0.0;1.0;103.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;36463467;36463467;36463467
0.0;0.0;1.0;0.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;205796567;205796567;205796567
0.0;1.0;1.0;22175.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;22175.0;2.0;;1991.0;;;;160386725;160386725;160386725
0.0;1.0;1.0;2220.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;2220.0;139.0;;1987.0;;;;283323914;283323914;283323914
0.0;1.0;1.0;1.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1.0;1.0;;;;;;178933706;178933706;178933706
0.0;1.0;1.0;104.0;3036.0;0.0;1;0.0;1.0;1.0;;3036.0;0.0;0.0;;;;0.0;0.0;104.0;1.0;;1999.0;;;;162747151;162747151;162747151
0.0;1.0;1.0;1509.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1509.0;2.0;;2020.0;;;;249718083;249718083;249718083
0.0;1.0;1.0;0.0;54344.0;2020.0;1;0.0;1.0;0.0;2020.0;54344.0;0.0;1.0;2.0;;;0.0;0.0;314.0;2.0;8.0;2017.0;;;;191984033;191984033;191984033
0.0;1.0;1.0;9.0;0.0;0.0;1;1.0;1.0;;;;0.0;1.0;;;;0.0;0.0;9.0;28.0;;;;;;212535228;212535228;212535228
0.0;0.0;1.0;146.0;0.0;0.0;1;1.0;1.0;;;;0.0;0.0;4.0;6.0;2.0;0.0;0.0;146.0;1.0;16.0;;;;;330883401;330883401;330883401
0.0;1.0;1.0;183.0;0.0;1984.0;1;4.0;1.0;4.0;1984.0;;1.0;0.0;;;;0.0;0.0;183.0;4.0;;1984.0;;;;328731042;328731042;328731042
0.0;1.0;1.0;3404.0;0.0;0.0;1;0.0;1.0;;;;1.0;1.0;1.0;2.0;1.0;0.0;0.0;3404.0;1.0;;;;;;153785719;153785719;153785719
0.0;1.0;1.0;57.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;2.0;;0.0;0.0;7488.0;1.0;;2004.0;57.0;;;331492396;331492396;331492396
0.0;1.0;1.0;1.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1.0;1.0;1.0;;;;;298124079;298124079;298124079
0.0;0.0;0.0;1.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;12480987;12480987;12480987
0.0;1.0;1.0;4177226.0;0.0;0.0;1;0.0;1.0;;;;0.0;1.0;;;;0.0;0.0;4177226.0;199.0;2.0;;;;;214744165;214744165;214744165
0.0;1.0;1.0;104.0;0.0;0.0;0;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;104.0;1.0;8.0;;;;;77355967;77355967;77355967
0.0;1.0;1.0;223.0;0.0;0.0;1;5.0;1.0;2.0;;;0.0;0.0;;;;0.0;0.0;223.0;2.0;;1981.0;;;;116028311;116028311;116028311
0.0;1.0;1.0;4553191.0;2181454.0;2014.0;0;0.0;1.0;21.0;2014.0;2181454.0;0.0;0.0;;;;0.0;0.0;4553191.0;21.0;;2000.0;;;;183157491;183157491;183157491
0.0;1.0;1.0;136.0;0.0;0.0;0;6.0;1.0;;;;0.0;0.0;;;;0.0;0.0;3521.0;2.0;;1983.0;136.0;;;154134121;154134121;154134121
0.0;1.0;1.0;65.0;38376.0;2006.0;1;4.0;1.0;1.0;2006.0;38376.0;0.0;0.0;5.0;;2.0;0.0;0.0;65.0;1.0;;1999.0;;;;50921810;50921810;50921810
0.0;1.0;1.0;119.0;0.0;0.0;0;0.0;1.0;1.0;;;0.0;0.0;;;;0.0;0.0;;;;;;;;86087622;86087622;86087622
0.0;1.0;1.0;1155021.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1154956.0;1.0;;2017.0;;;;76484897;76484897;76484897
0.0;1.0;1.0;2204899.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;2204899.0;200.0;;2012.0;;;;352045272;352045272;352045272
0.0;0.0;1.0;1.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;137635417;137635417;137635417
0.0;0.0;1.0;125.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;2224843;2224843;2224843
0.0;0.0;1.0;57.0;42322.0;0.0;1;0.0;1.0;1.0;;42322.0;0.0;0.0;5.0;2.0;;0.0;0.0;;;;;;;;123269007;123269007;123269007
0.0;1.0;1.0;1957236.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1957236.0;5.0;;;;;;315173372;315173372;315173372
0.0;1.0;1.0;14.0;2129909.0;0.0;1;0.0;1.0;4.0;;2129909.0;0.0;0.0;;;;0.0;0.0;14.0;4.0;13.0;2011.0;;;;246717925;246717925;246717925
0.0;0.0;1.0;177.0;0.0;0.0;1;2.0;1.0;1.0;;;0.0;0.0;4.0;2.0;4.0;0.0;0.0;177.0;1.0;;2017.0;;;;47159617;47159617;47159617
0.0;1.0;1.0;292.0;2145994.0;0.0;1;0.0;1.0;2.0;;2145994.0;0.0;0.0;;;;0.0;0.0;292.0;2.0;8.0;1987.0;;;;315949979;315949979;315949979
0.0;1.0;1.0;37.0;2138588.0;2006.0;0;0.0;1.0;1.0;2006.0;2138588.0;0.0;0.0;;;;0.0;0.0;;;;;;;;67513163;67513163;67513163
0.0;1.0;1.0;1704236.0;933860.0;2009.0;0;0.0;1.0;87.0;2009.0;933860.0;0.0;0.0;;;;0.0;0.0;1704236.0;87.0;;2009.0;;;;186781488;186781488;186781488
0.0;1.0;1.0;17.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;17.0;1.0;;1970.0;;;;201945956;201945956;201945956
0.0;1.0;1.0;1.0;0.0;0.0;1;2.0;1.0;1.0;;;0.0;0.0;2.0;5.0;4.0;0.0;0.0;859.0;1.0;;2010.0;;;;168090433;168090433;168090433
0.0;1.0;1.0;665.0;0.0;2012.0;1;1.0;1.0;2.0;2012.0;;0.0;0.0;;;;0.0;0.0;665.0;2.0;;2012.0;;;;232845440;232845440;232845440
0.0;1.0;1.0;14.0;2139928.0;2008.0;1;0.0;1.0;4.0;2008.0;2139928.0;0.0;0.0;4.0;2.0;4.0;0.0;0.0;14.0;4.0;;2000.0;;;;171576751;171576751;171576751
0.0;0.0;1.0;1.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;2384083;2384083;2384083
0.0;1.0;1.0;1.0;4746.0;0.0;1;6.0;1.0;1.0;;4746.0;0.0;0.0;;;;0.0;0.0;123.0;1.0;15.0;;;;;119556839;119556839;119556839
0.0;1.0;1.0;354.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;5.0;2.0;5.0;0.0;0.0;354.0;1.0;8.0;2019.0;;;;320701921;320701921;320701921
0.0;0.0;1.0;0.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;313710139;313710139;313710139
0.0;1.0;1.0;284.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;284.0;4.0;;;;;;230289224;230289224;230289224
0.0;1.0;1.0;19.0;276087.0;2016.0;0;0.0;1.0;1.0;2016.0;276087.0;0.0;0.0;;;;0.0;0.0;19.0;1.0;1.0;2016.0;;;;95034702;95034702;95034702
0.0;1.0;1.0;1515250.0;0.0;0.0;1;7.0;1.0;;;;1.0;1.0;;;;0.0;0.0;1515250.0;2.0;;2016.0;;;;151913448;151913448;151913448
0.0;1.0;1.0;0.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;650.0;2.0;6.0;2017.0;;;;85552796;85552796;85552796
0.0;1.0;1.0;0.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;2.0;2.0;4.0;0.0;0.0;1148156.0;1.0;;1997.0;1148156.0;;;179639488;179639488;179639488
0.0;1.0;1.0;205.0;0.0;0.0;1;0.0;1.0;4.0;;;1.0;1.0;;;;0.0;0.0;205.0;4.0;;2017.0;;;;259473229;259473229;259473229
0.0;1.0;1.0;1.0;0.0;0.0;1;0.0;1.0;1.0;;;0.0;0.0;;;;0.0;0.0;;;;;;;;347826436;347826436;347826436
0.0;1.0;1.0;13833.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;13833.0;3.0;2.0;2010.0;;;;234147217;234147217;234147217
0.0;1.0;1.0;382.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;382.0;1.0;;2008.0;;;;74582678;74582678;74582678
0.0;1.0;1.0;1.0;945.0;2015.0;1;1.0;1.0;1.0;2015.0;945.0;0.0;0.0;;;;0.0;0.0;1.0;1.0;;2016.0;1.0;;2009.0;34229059;34229059;34229059
0.0;1.0;1.0;314.0;0.0;0.0;0;0.0;1.0;2.0;;;0.0;0.0;;;;0.0;0.0;314.0;2.0;;;;;;199549526;199549526;199549526
0.0;1.0;1.0;102.0;0.0;0.0;0;6.0;1.0;;;;0.0;0.0;1.0;2.0;1.0;0.0;0.0;102.0;1.0;;;;;;290635163;290635163;290635163
0.0;1.0;1.0;87.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;87.0;1.0;;;;;;103367488;103367488;103367488
0.0;0.0;1.0;5090048.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;216382761;216382761;216382761
0.0;1.0;1.0;15401.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;15401.0;2.0;;2016.0;;;;109170673;109170673;109170673
0.0;1.0;1.0;15401.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;15401.0;2.0;;2016.0;;;;109170673;109170673;109170673
0.0;1.0;1.0;60.0;0.0;0.0;0;0.0;1.0;1.0;;;0.0;0.0;;;;0.0;0.0;151.0;1.0;2.0;2005.0;;;;283831928;283831928;283831928
0.0;1.0;1.0;604.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;604.0;1.0;2.0;2004.0;;;;57368931;57368931;57368931
0.0;1.0;1.0;528.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1510805.0;2.0;;2010.0;;;;109392386;109392386;109392386
0.0;1.0;1.0;2292.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;2292.0;1.0;;1993.0;;;;323948448;323948448;323948448
0.0;1.0;1.0;72.0;0.0;0.0;0;0.0;1.0;1.0;;;0.0;0.0;;;;0.0;0.0;17674.0;1.0;;2015.0;;;;240975609;240975609;240975609
0.0;1.0;1.0;4892.0;0.0;0.0;1;1.0;1.0;;;;0.0;0.0;;;;0.0;0.0;4892.0;1.0;;1990.0;;;;159871208;159871208;159871208
0.0;0.0;1.0;1.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;106976315;106976315;106976315
0.0;1.0;1.0;28.0;22304.0;1997.0;1;4.0;1.0;1.0;1997.0;22304.0;0.0;0.0;;;;0.0;0.0;3880.0;1.0;1.0;1992.0;28.0;;2010.0;72954426;72954426;72954426
0.0;1.0;1.0;135.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;135.0;1.0;15.0;1980.0;;;;228332554;228332554;228332554
0.0;0.0;1.0;314.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;231957330;231957330;231957330
0.0;1.0;1.0;21311.0;221068.0;0.0;1;4.0;1.0;2.0;;221068.0;0.0;0.0;2.0;2.0;4.0;0.0;0.0;21311.0;2.0;;2002.0;;;;182345135;182345135;182345135
0.0;1.0;1.0;35.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;35.0;1.0;1.0;;;;;96175681;96175681;96175681
0.0;1.0;1.0;650.0;18218.0;2010.0;1;0.0;1.0;2.0;2010.0;18218.0;0.0;0.0;;;;0.0;0.0;;;;;;;;90596330;90596330;90596330
0.0;1.0;1.0;3827.0;0.0;2017.0;1;6.0;1.0;2.0;2017.0;;0.0;0.0;;;;0.0;0.0;3827.0;2.0;;2010.0;;;;159508019;159508019;159508019
0.0;1.0;1.0;151.0;0.0;0.0;1;2.0;1.0;;;;0.0;0.0;;;;0.0;0.0;151.0;1.0;;2010.0;;;;85426114;85426114;85426114
0.0;1.0;1.0;1965294.0;321044.0;2004.0;1;1.0;1.0;7.0;2004.0;321044.0;1.0;1.0;;;;0.0;0.0;1965294.0;7.0;;2003.0;;;;200832938;200832938;200832938
0.0;1.0;1.0;5891.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;5891.0;2.0;;;;;;228071220;228071220;228071220
0.0;1.0;1.0;2256.0;35588.0;1975.0;1;4.0;1.0;2.0;1975.0;35588.0;0.0;0.0;;;;0.0;0.0;2256.0;2.0;;1964.0;;;;313180099;313180099;313180099
0.0;1.0;1.0;1.0;0.0;2004.0;1;2.0;1.0;1.0;2004.0;;0.0;0.0;;;;0.0;0.0;125.0;1.0;;;1.0;;;38459204;38459204;38459204
0.0;0.0;1.0;183.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;52187788;52187788;52187788
0.0;1.0;1.0;314.0;0.0;0.0;0;0.0;1.0;2.0;;;0.0;0.0;;;;0.0;0.0;;;;;;;;257887262;257887262;257887262
0.0;1.0;1.0;13799.0;0.0;0.0;1;0.0;1.0;;;;1.0;0.0;;;;0.0;0.0;13799.0;1.0;;;;;;206951796;206951796;206951796
0.0;1.0;1.0;123.0;0.0;0.0;1;0.0;1.0;1.0;;;0.0;0.0;;;;0.0;0.0;;;;;;;;86571311;86571311;86571311
0.0;0.0;1.0;0.0;22.0;2013.0;1;0.0;1.0;0.0;2013.0;22.0;0.0;0.0;;;;0.0;0.0;;;;;;;;99235549;99235549;99235549
0.0;1.0;1.0;627.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;627.0;2.0;13.0;2000.0;;;;231759561;231759561;231759561
0.0;1.0;1.0;0.0;104.0;1993.0;1;4.0;1.0;0.0;1993.0;104.0;0.0;0.0;;;;0.0;0.0;;;;;;;;286439518;286439518;286439518
0.0;0.0;1.0;1920563.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;3227784;3227784;3227784
0.0;1.0;1.0;49.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;49.0;1.0;4.0;2016.0;;;;330613844;330613844;330613844
0.0;0.0;0.0;2.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;22614532;22614532;22614532
0.0;1.0;1.0;455.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;455.0;2.0;;;;;;278451272;278451272;278451272
0.0;1.0;1.0;22.0;2147899.0;1998.0;1;4.0;1.0;1.0;1998.0;2147899.0;0.0;0.0;;;;0.0;0.0;22.0;1.0;;1991.0;22.0;;;91385642;91385642;91385642
0.0;1.0;1.0;2203360.0;1951647.0;2016.0;0;0.0;1.0;200.0;2016.0;1951647.0;0.0;0.0;;;;0.0;0.0;2203360.0;200.0;;;;;;327517364;327517364;327517364
0.0;1.0;1.0;1161100.0;0.0;0.0;1;6.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1161100.0;1.0;;2011.0;;;;140271311;140271311;140271311
0.0;1.0;1.0;722.0;0.0;0.0;1;6.0;1.0;;;;0.0;0.0;;;;0.0;0.0;722.0;1.0;;;;;;256866867;256866867;256866867
0.0;0.0;1.0;146.0;2649.0;2003.0;1;4.0;1.0;1.0;2003.0;2649.0;0.0;0.0;;;;0.0;0.0;146.0;1.0;;;;;;304166117;304166117;304166117
0.0;1.0;1.0;1901538.0;2048504.0;2004.0;1;0.0;1.0;145.0;2004.0;2048504.0;0.0;0.0;;;;0.0;0.0;;;;;;;;337337028;337337028;337337028
0.0;1.0;1.0;2.0;0.0;0.0;0;0.0;1.0;1.0;;;0.0;0.0;;;;0.0;0.0;2.0;1.0;3.0;2018.0;;;;181954205;181954205;181954205
0.0;1.0;1.0;151.0;1887.0;0.0;1;1.0;1.0;1.0;;1887.0;1.0;1.0;3.0;5.0;1.0;0.0;0.0;151.0;1.0;8.0;;;;;25004497;25004497;25004497
0.0;1.0;1.0;367.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;367.0;18.0;;1990.0;;;;253201885;253201885;253201885
0.0;1.0;1.0;467.0;313066.0;2008.0;1;4.0;1.0;3.0;2008.0;313066.0;0.0;0.0;;;;0.0;0.0;1515906.0;3.0;;1998.0;;;;369456441;369456441;369456441
0.0;0.0;1.0;0.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;288676838;288676838;288676838
0.0;1.0;1.0;1956352.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;1956352.0;51.0;;;;;;263725910;263725910;263725910
0.0;0.0;1.0;60.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;2.0;2.0;2.0;0.0;0.0;1094579.0;1.0;;;;;;352808755;352808755;352808755
0.0;0.0;1.0;458.0;;;0;;0.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;273448414;273448414;273448414
0.0;1.0;1.0;4677485.0;0.0;2013.0;0;0.0;1.0;126.0;2013.0;;0.0;0.0;;;;0.0;0.0;4677485.0;126.0;;2018.0;;;;201155777;201155777;201155777
0.0;1.0;1.0;377.0;0.0;0.0;1;4.0;1.0;;;;0.0;0.0;;;;0.0;0.0;377.0;2.0;1.0;;;;;144515383;144515383;144515383
0.0;1.0;1.0;1057.0;0.0;0.0;1;0.0;1.0;2.0;;;0.0;0.0;;;;0.0;0.0;1057.0;2.0;8.0;;;;;302294103;302294103;302294103
0.0;0.0;1.0;72.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;92506174;92506174;92506174
0.0;1.0;1.0;10.0;0.0;0.0;1;6.0;1.0;;;;0.0;0.0;;;;0.0;0.0;10.0;1.0;;;;;;186596332;186596332;186596332
0.0;1.0;1.0;282.0;164283.0;0.0;1;0.0;1.0;3.0;;164283.0;0.0;0.0;;;;0.0;0.0;282.0;3.0;9.0;2016.0;;;;141679299;141679299;141679299
0.0;0.0;1.0;185.0;;;0;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;40228293;40228293;40228293
0.0;1.0;1.0;0.0;0.0;0.0;1;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;589.0;1.0;;;;;;175385674;175385674;175385674
0.0;0.0;1.0;1.0;;;1;;1.0;;;;0.0;0.0;;;;0.0;0.0;;;;;;;;15286909;15286909;15286909
0.0;1.0;1.0;95.0;2187014.0;2007.0;1;0.0;1.0;1.0;2007.0;2187014.0;0.0;0.0;;5.0;;0.0;0.0;95.0;1.0;7.0;1993.0;95.0;;;169667703;169667703;169667703
0.0;1.0;1.0;916.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;916.0;2.0;;1991.0;;;;103541063;103541063;103541063
0.0;1.0;1.0;3962.0;0.0;0.0;0;0.0;1.0;;;;0.0;0.0;;;;0.0;0.0;3962.0;2.0;;;;;;62434487;62434487;62434487
